table_name,variable_name,enumeration_code,enumeration_display,enumeration_title,enumeration_meaning,enumeration_system,enumeration_group
Assay,assay_type,OBI:0003886,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using 2-methylnicotinic acid imidazolide as reagent and chemical probe,NAI RNA structure mapping assay,OBI:0003886,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003887,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using 2-(azidomethyl)nicotinic acid imidazolide as reagent and chemical probe,NAI-N3 RNA structure mapping assay,OBI:0003887,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003888,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using 2-aminopyridine-3-carboxylic acid imidazolide as reagent and chemical probe,2A3 RNA structure mapping assay,OBI:0003888,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003889,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using indoline-5-carboxylic acid imidazolide as reagent and chemical probe,I5 RNA structure mapping assay,OBI:0003889,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003890,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using 1-methylimidazole-4-carboxylic acid imidazolide as reagent and chemical probe,1M4 RNA structure mapping assay,OBI:0003890,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003891,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using 6-aminopyridine-3-carboxylic acid imidazolide as reagent and chemical probe,6A3 RNA structure mapping assay,OBI:0003891,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003892,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using benzotriazole-5-carboxylic acid imidazolide as reagent and chemical probe,B5 RNA structure mapping assay,OBI:0003892,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003893,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using nicotinic acid imidazolide as reagent and chemical probe,NIC RNA structure mapping assay,OBI:0003893,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003894,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using benzoyl cyanide as reagent and chemical probe,BzCN RNA structure mapping assay,OBI:0003894,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003895,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using 1-methyl-6-nitroisatoic anhydride as reagent and chemical probe,1M6 RNA structure mapping assay,OBI:0003895,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003896,A single-nucleotide-resolution ribonucleic acid structure mapping assay that determines nucleic acid secondary structure at the nucleotide resolution scale using 5-nitroisatoic anhydride as reagent and chemical probe,5NIA RNA structure mapping assay,OBI:0003896,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003897,An assay that measures the number of cells in a portion of a cell culture or tissue or bodily fluid,cell count assay,OBI:0003897,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003898,A hematology assay that measures the percentage of classes of leukocytes in a sample.,differential leukocyte count assay,OBI:0003898,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003899,An electrophysiology assay that measures heart activity using electrodes placed to detect electrical signals from the heart.,electrocardiogram assay,OBI:0003899,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003900,An assay which uses an implanted telemeter to measure physiological data in a living organism and transmit the measures via radio waves to a recording device.,telemeter sensor detection assay,OBI:0003900,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003901,A multi-unit recording assay using a multi-electrode array (MEA) on the surface of a well on a cell culture plate.,multi-electrode array assay,OBI:0003901,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003902,An extracellular electrophysiology recording assay to measure the integrity of a cell monolayer,transepithelial / transendothelial electrical resistance (TEER) assay,OBI:0003902,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003903,A multi-electrode array assay that measures the number of electrodes in a well where the mean rate of action potentials is at least 5 spikes per minute.,count of multi-electrode plate electrodes detecting action potential assay,OBI:0003903,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003904,A multi-electrode array assay that measures the number of electrodes in a well where the burst rate is at least 0.5 bursts per minute.,count of multi-electrode plate electrodes detecting neuron burst assay,OBI:0003904,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003905,An multi-electrode assay that measures the number of events when multiple electrodes simultaneously detect an action potential during a time period.,neural network spike rate assay,OBI:0003905,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003906,A multi-electrode assay that measures the mean duration of events when multiple electrodes detect an action potential,neural network spike duration assay,OBI:0003906,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003907,"A multi-electrode array assay that measures the average number of electrodes detecting a network spike, measured at the peak of a network spike.",count of multi-electrode plate electrodes detecting spike peak assay,OBI:0003907,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003908,"A multi-electrode assay that measures the average interval between network spikes, events where multiple electrodes simultaneously detect an action potential.",mean interspike interval in network spike,OBI:0003908,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003909,An analyte assay that measures the abundance of bile acid in a volume of sample.,bile acid concentration assay,OBI:0003909,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003910,An analyte assay that measures the abundance of urea nitrogen.,urea nitrogen assay,OBI:0003910,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003911,A urea nitrogen assay that measures the abundance of urea nitrogen in a specimen,urea nitrogen concentration assay,OBI:0003911,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003912,An in vitro CRISPR screen assay that uses single-cell ATAC-Seq to detect induced changes in chromatin accessibility,in vitro CRISPR screen using single-cell ATAC-seq,OBI:0003912,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003913,A single-cell transcription profiling by RNA sequencing assay in which mRNA transcripts are metabolically labeled with 4-thiouridine to investigate temporal RNA dynamics.,single-cell metabolically labeled new RNA tagging sequencing,OBI:0003913,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003914,A massively parallel reporter assay in which libraries of reporter constructs are transfected into samples and then measured via single cell transcriptomic methods to enable discovery of cell-specific transcriptional regulatory activity,single cell massively parallel reporter assay,OBI:0003914,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0003915,"A single-cell transcription profiling by RNA sequencing assay that involves single cell combinatorial indexing ('sci-') to profile the transcriptomes of single cells or nuclei in an ultra high-throughput manor via changes to the method, as compared to sci-RNA-seq, that include extraction of nuclei directly from fresh tissue, use of hairpin ligation for the third level of indexing, optimization of enxymatic reactions, and use of dilution instead of FACS sorting.",ultra high throughput single-cell combinatorial indexing RNA sequencing 3 assay,OBI:0003915,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0302736,A cell based DNA damage assay that measures DNA damage (DNA breakage) in eucaryotic cells exposed to a challenge by determining the size and shape of DNA migration by detecting fluorescently labeled DNA from a cell placed in an electric field using gel electrophoresis,DNA damage comet assay,OBI:0302736,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0302737,"An assay that identifies DNA sequence variation (mutation, deletion, insertions) in target DNA sequences amplified using polymerase chain reaction using gel electrophoresis and denaturating conditions",PCR-SSCP assay,OBI:0302737,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0600002,"An assay that determines the grade (severity/stage) of a tumor sample, used in cancer biology to describe abnormalities/qualities of tumor cells or tissues. Values can be described by terms from NCI Thesaurus.",tumor grading,OBI:0600002,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0600017,An assay that detects the presence or a quality of a molecular label which is a proxy for the detection of the molecular target to which the label is attached,assay detecting a molecular label,OBI:0600017,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0600020,"An assay that uses visual examination of cells or tissue (or images of them) to make an assessment regarding a quality of the cells or tissue. This assay can include steps of staining, imaging, and judgement.",histological assay,OBI:0600020,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0600025,An assay that detects a specified substance,substance detection assay,OBI:0600025,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0600026,An assay that measures the mass of a material at two or more time points,longitudinal mass measurement assay,OBI:0600026,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0600031,A cytometry assay in which cells are cultured on a surface coated with a capture antibody binding a secretory material of interest which subsequently gets stained resulting in a spot for each cell producing the secretory material of interest.,enzyme-linked immunospot assay,OBI:0600031,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0600045,An assay that determines the 3-dimensional configuration of an input material.,3D structure determination assay,OBI:0600045,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0600047,An assay the uses chemical or biochemical means to infer the sequence of a biomaterial,sequencing assay,OBI:0600047,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110013,An enzyme-linked immunospot assay that detects interleukin-2 production by T cells.,ELISPOT assay measuring epitope specific interleukin-2 production by T cells,OBI:1110013,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110037,A T cell epitope assay that measures the binding of T cell receptor to an epitope.,assay measuring binding of a T cell epitope:MHC:TCR complex,OBI:1110037,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110059,An enzyme-linked immunospot assay that detects interferon-gamma production by T cells.,ELISPOT assay measuring epitope specific interferon-gamma production by T cells,OBI:1110059,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110124,"An assay that detects the binding of a MHC:epitope complex with a T cell receptor, and produces a qualitative measurement of the binding as an output.",assay measuring qualitative binding of a T cell epitope:MHC:TCR complex,OBI:1110124,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110125,A MHC ligand assay that determines what ligands are processed and loaded onto MHC molecules by eluting ligands and identifying them.,assay measuring MHC ligand processing and presentation,OBI:1110125,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110126,A MHC ligand assay that detects the binding of a ligand to an MHC molecule.,assay measuring binding of a MHC:ligand complex,OBI:1110126,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110127,A B cell epitope assay that measures the binding of an antibody receptor to an epitope.,assay measuring binding of a B cell epitope:antibody complex,OBI:1110127,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110128,"An assay that detects the binding of an epitope to an adaptive immune receptor, or an immune process resulting from such a binding event, or characterizes the structrue of the complex resulting from such a binding event.",immune epitope assay,OBI:1110128,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110129,A T cell epitope assay that detects cytokine production by T cells.,assay measuring epitope specific cytokine production by T cells,OBI:1110129,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110130,A T cell epitope dependent biological activity assay that detects the killing of an antigen presenting cell (APC) by a T cell whose TCR recognizes an epitope presented by the APC.,assay measuring epitope specific T cell killing,OBI:1110130,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110131,A T cell epitope dependent biological activity assay that detects T cell proliferation.,assay measuring epitope specific proliferation of T cells,OBI:1110131,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110150,A chromium release assay that detects the killing of an antigen presenting cell (APC) by a T cell whose TCR recognizes an epitope presented by the APC.,51 chromium assay measuring epitope specific T cell killing,OBI:1110150,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110151,An enzyme-linked immunosorbent assay that detects interferon-gamma production by T cells.,ELISA measuring epitope specific interferon-gamma production by T cells,OBI:1110151,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110152,An enzyme-linked immunosorbent assay that detects interleukin-2 production by T cells.,ELISA measuring epitope specific interleukin-2 production by T cells,OBI:1110152,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110153,An enzyme-linked immunosorbent assay that detects interleukin-4 production by T cells.,ELISA measuring epitope specific interleukin-4 production by T cells,OBI:1110153,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110154,An enzyme-linked immunosorbent assay that detects interleukin-5 production by T cells.,ELISA measuring epitope specific interleukin-5 production by T cells,OBI:1110154,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110155,An enzyme-linked immunosorbent assay that detects tumor necrosis factor alpha production by T cells.,ELISA measuring epitope specific tumor necrosis factor alpha production by T cells,OBI:1110155,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110156,An enzyme-linked immunosorbent assay that detects interleukin-10 production by T cells.,ELISA measuring epitope specific interleukin-10 production by T cells,OBI:1110156,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110157,An enzyme-linked immunosorbent assay that detects granulocyte macrophage colony stimulating factor production by T cells.,ELISA measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells,OBI:1110157,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110158,An enzyme-linked immunosorbent assay that detects interleukin-6 production by T cells.,ELISA measuring epitope specific interleukin-6 production by T cells,OBI:1110158,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110159,An enzyme-linked immunosorbent assay that detects interleukin-13 production by T cells.,ELISA measuring epitope specific interleukin-13 production by T cells,OBI:1110159,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110160,An enzyme-linked immunosorbent assay that detects interleukin-12 production by T cells.,ELISA measuring epitope specific interleukin-12 production by T cells,OBI:1110160,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110161,An enzyme-linked immunosorbent assay that detects interleukin-1 beta production by T cells.,ELISA measuring epitope specific interleukin-1 beta production by T cells,OBI:1110161,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110162,An enzyme-linked immunosorbent assay that detects interleukin-17 production by T cells.,ELISA measuring epitope specific interleukin-17 production by T cells,OBI:1110162,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110163,An enzyme-linked immunosorbent assay that detects interleukin-18 production by T cells.,ELISA measuring epitope specific interleukin-18 production by T cells,OBI:1110163,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110167,An enzyme-linked immunospot assay that detects interleukin-4 production by T cells.,ELISPOT assay measuring epitope specific interleukin-4 production by T cells,OBI:1110167,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110168,An enzyme-linked immunospot assay that detects tumor necrosis factor alpha production by T cells,ELISPOT assay measuring epitope specific tumor necrosis factor alpha production by T cells,OBI:1110168,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110170,An enzyme-linked immunospot assay that detects interleukin-10 production by T cells.,ELISPOT assay measuring epitope specific interleukin-10 production by T cells,OBI:1110170,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110171,An enzyme-linked immunospot assay that detects interleukin-13 production by T cells.,ELISPOT assay measuring epitope specific interleukin-13 production by T cells,OBI:1110171,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110172,A flow cytometry assay that detects interferon-gamma production by T cells.,intracellular cytokine staining assay measuring epitope specific interferon-gamma production by T cells,OBI:1110172,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110173,A flow cytometry assay that detects interleukin-2 production by T cells.,intracellular cytokine staining assay measuring epitope specific interleukin-2 production by T cells,OBI:1110173,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110174,A flow cytometry assay that detects tumor necrosis factor alpha production by T cells.,intracellular cytokine staining assay measuring epitope specific tumor necrosis factor alpha production by T cells,OBI:1110174,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110175,A flow cytometry assay that detects interleukin-4 production by T cells.,intracellular cytokine staining assay measuring epitope specific interleukin-4 production by T cells,OBI:1110175,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110177,A flow cytometry assay that detects interleukin-10 production by T cells.,intracellular cytokine staining assay measuring epitope specific interleukin-10 production by T cells,OBI:1110177,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110178,A flow cytometry assay that detects interleukin-17 production by T cells.,intracellular cytokine staining assay measuring epitope specific interleukin-17 production by T cells,OBI:1110178,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110179,A MHC tetramer/multimer assay that measures the binding of an epitope:MHC complex binding with a T cell receptor.,MHC tetramer/multimer assay measuring binding of a T cell epitope:MHC:TCR complex,OBI:1110179,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110180,A tritiated thymidine incorporation assay that detects T cell epitope specific proliferation in vitro.,3H-thymidine assay measuring epitope specific proliferation of T cells,OBI:1110180,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110181,A BrdU incorporation assay that detects T cell epitope specific proliferation in vitro.,BrdU assay measuring epitope specific proliferation of T cells,OBI:1110181,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:1110207,An assay that determines information about the production of the cytokine interferon gamma,assay detecting IFN-gamma production,OBI:1110207,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100001,An analyte assay that measures the abundance of carbon dioxide,carbon dioxide assay,OBI:2100001,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100002,An analyte assay that measures the abundance of sodium(1+),sodium(1+) assay,OBI:2100002,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100003,An analyte assay that measures the abundance of creatinine,creatinine assay,OBI:2100003,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100004,An analyte assay that measures the abundance of potassium(1+),potassium(1+) assay,OBI:2100004,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100005,A cytometry assay that measures the count of basophils,basophil count assay,OBI:2100005,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100006,A cytometry assay that measures the count of neutrophils,neutrophil count assay,OBI:2100006,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100007,A cytometry assay that measures the count of eosinophils,eosinophil count assay,OBI:2100007,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100008,A cytometry assay that measures the count of lymphocytes,lymphocyte count assay,OBI:2100008,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100009,A cytometry assay that measures the count of monocytes,monocyte count assay,OBI:2100009,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100010,An analyte assay that measures the abundance of chloride,chloride assay,OBI:2100010,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100011,A cytometry assay that measures the count of erythrocytes,erythrocyte count assay,OBI:2100011,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100012,A cytometry assay that measures the count of platelets,platelet count assay,OBI:2100012,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100013,A cytometry assay that measures the count of leukocytes,leukocyte count assay,OBI:2100013,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100014,An analyte assay that measures the abundance of hemoglobin,hemoglobin assay,OBI:2100014,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100015,An analyte assay that measures the abundance of phosphate ion,phosphate ion assay,OBI:2100015,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100016,An analyte assay that measures the abundance of alanine aminotransferase,alanine aminotransferase assay,OBI:2100016,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100017,An analyte assay that measures the abundance of alkaline phosphatase (human),alkaline phosphatase (human) assay,OBI:2100017,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100018,An analyte assay that measures the abundance of bilirubin IXalpha,bilirubin IXalpha assay,OBI:2100018,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100019,An analyte assay that measures the abundance of aspartate aminotransferase (human),aspartate aminotransferase (human) assay,OBI:2100019,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100020,An analyte assay that measures the abundance of glucose,glucose assay,OBI:2100020,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100021,An analyte assay that measures the abundance of magnesium cation,magnesium cation assay,OBI:2100021,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100022,An analyte assay that measures the abundance of albumin,albumin assay,OBI:2100022,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100023,An analyte assay that measures the abundance of protein,protein assay,OBI:2100023,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100024,An analyte assay that measures the abundance of calcium cation,calcium cation assay,OBI:2100024,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100025,An analyte assay that measures the abundance of creatine kinase,creatine kinase assay,OBI:2100025,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100026,A cytometry assay that measures the count of nucleate erythrocytes,nucleate erythrocyte count assay,OBI:2100026,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100027,A cytometry assay that measures the count of segmented neutrophil of bone marrows,segmented neutrophil of bone marrow count assay,OBI:2100027,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100028,An assay that measures lactate dehydrogenase complex,lactate dehydrogenase complex assay,OBI:2100028,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100029,An analyte assay that measures the abundance of triglyceride,triglyceride assay,OBI:2100029,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100030,An analyte assay that measures the abundance of high-density lipoprotein cholesterol,high-density lipoprotein cholesterol assay,OBI:2100030,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100031,An analyte assay that measures the abundance of cholesterol,cholesterol assay,OBI:2100031,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100032,An analyte assay that measures the abundance of low-density lipoprotein cholesterol,low-density lipoprotein cholesterol assay,OBI:2100032,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100033,An analyte assay that measures the abundance of thyroid stimulating hormone,thyroid stimulating hormone assay,OBI:2100033,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100034,An analyte assay that measures the abundance of prostate-specific antigen,prostate-specific antigen assay,OBI:2100034,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100035,An analyte assay that measures the abundance of thyroxine,thyroxine assay,OBI:2100035,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100036,An analyte assay that measures the abundance of elemental oxygen,elemental oxygen assay,OBI:2100036,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
